Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Operating_Margin,Sales_Method
Sports Direct,1197831,10/3/2021,South,Alabama,Birmingham,Women's Athletic Footwear,36,135,"$4,860.00","$3,256.20",67%,Outlet
Sports Direct,1197831,10/4/2021,South,Alabama,Birmingham,Men's Apparel,37,149,"$5,513.00","$2,646.24",48%,Outlet
Sports Direct,1197831,10/5/2021,South,Alabama,Birmingham,Women's Apparel,45,188,"$8,460.00","$5,837.40",69%,Outlet
Sports Direct,1197831,10/6/2021,South,Alabama,Birmingham,Men's Street Footwear,46,240,"$11,040.00","$6,182.40",56%,Outlet
Sports Direct,1197831,10/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,40,248,"$9,920.00","$5,257.60",53%,Outlet
Sports Direct,1197831,10/8/2021,South,Alabama,Birmingham,Women's Street Footwear,47,217,"$10,199.00","$5,507.46",54%,Outlet
Sports Direct,1197831,10/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,52,193,"$10,036.00","$6,322.68",63%,Outlet
Sports Direct,1197831,10/10/2021,South,Alabama,Birmingham,Men's Apparel,40,155,"$6,200.00","$2,914.00",47%,Outlet
Sports Direct,1197831,10/11/2021,South,Alabama,Birmingham,Women's Apparel,56,225,"$12,600.00","$9,072.00",72%,Outlet
Amazon,1185732,10/12/2021,South,Alabama,Birmingham,Men's Street Footwear,27,140,"$3,780.00","$1,474.20",39%,Outlet
Amazon,1185732,10/13/2021,South,Alabama,Birmingham,Men's Athletic Footwear,30,88,"$2,640.00","$1,082.40",41%,Outlet
Amazon,1185732,10/14/2021,South,Alabama,Birmingham,Women's Street Footwear,23,83,"$1,909.00",$801.78,42%,Outlet
Amazon,1185732,10/15/2021,South,Alabama,Birmingham,Women's Athletic Footwear,25,30,$750.00,$247.50,33%,Outlet
Sports Direct,1128299,2/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,36,94,"$3,384.00","$1,252.08",37%,Outlet
Sports Direct,1128299,2/17/2021,Southeast,Florida,Orlando,Men's Apparel,44,62,"$2,728.00",$654.72,24%,Outlet
Sports Direct,1128299,2/17/2021,Southeast,Florida,Orlando,Women's Apparel,33,124,"$4,092.00","$2,086.92",51%,Outlet
Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,35,171,"$5,985.00","$2,034.90",34%,Outlet
Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,44,124,"$5,456.00","$1,691.36",31%,Outlet
Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Women's Street Footwear,47,149,"$7,003.00","$2,240.96",32%,Outlet
Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,42,114,"$4,788.00","$1,675.80",35%,Outlet
Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Men's Apparel,44,60,"$2,640.00",$686.40,26%,Outlet
Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Women's Apparel,48,131,"$6,288.00","$2,955.36",47%,Outlet
Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,47,171,"$8,037.00","$2,893.32",36%,Outlet
Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,51,105,"$5,355.00","$1,445.85",27%,Outlet
Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,49,132,"$6,468.00","$2,199.12",34%,Outlet
Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,41,90,"$3,690.00","$1,291.50",35%,Outlet
Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Men's Apparel,47,60,"$2,820.00",$620.40,22%,Outlet
Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Women's Apparel,57,113,"$6,441.00","$3,220.50",50%,Outlet
Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Men's Street Footwear,44,201,"$8,844.00","$2,918.52",33%,Outlet
Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,46,132,"$6,072.00","$1,700.16",28%,Outlet
Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Women's Street Footwear,46,132,"$6,072.00","$2,185.92",36%,Outlet
Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,39,107,"$4,173.00","$1,418.82",34%,Outlet
Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Men's Apparel,42,68,"$2,856.00",$714.00,25%,Outlet
Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Women's Apparel,48,173,"$8,304.00","$3,902.88",47%,Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,50,272,"$13,600.00","$4,352.00",32%,Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,53,224,"$11,872.00","$3,442.88",29%,Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,60,238,"$14,280.00","$4,712.40",33%,Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,66,196,"$12,936.00","$4,786.32",37%,Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Apparel,71,153,"$10,863.00","$2,389.86",22%,Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Women's Apparel,74,248,"$18,352.00","$8,625.44",47%,Outlet
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,68,297,"$20,196.00","$7,472.52",37%,Outlet
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,74,263,"$19,462.00","$5,449.36",28%,Outlet
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Women's Street Footwear,72,238,"$17,136.00","$5,826.24",34%,Outlet
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,59,186,"$10,974.00","$3,621.42",33%,Outlet
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Apparel,68,208,"$14,144.00","$3,111.68",22%,Outlet
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Women's Apparel,75,195,"$14,625.00","$6,873.75",47%,Outlet
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,68,255,"$17,340.00","$6,242.40",36%,Outlet
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,60,272,"$16,320.00","$4,406.40",27%,Outlet
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,62,231,"$14,322.00","$4,726.26",33%,Outlet
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,64,147,"$9,408.00","$3,104.64",33%,Outlet
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Apparel,63,166,"$10,458.00","$2,509.92",24%,Outlet
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Apparel,60,96,"$5,760.00","$2,822.40",49%,Outlet
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Men's Street Footwear,44,155,"$6,820.00","$2,523.40",37%,Outlet
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,45,150,"$6,750.00","$2,092.50",31%,Outlet
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Women's Street Footwear,39,96,"$3,744.00","$1,235.52",33%,Outlet
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,44,78,"$3,432.00","$1,269.84",37%,Outlet
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Men's Apparel,54,94,"$5,076.00","$1,167.48",23%,Outlet
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Women's Apparel,42,99,"$4,158.00","$2,037.42",49%,Outlet
Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,39,140,"$5,460.00","$2,020.20",37%,Outlet
Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,43,190,"$8,170.00","$2,369.30",29%,Outlet
Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,43,128,"$5,504.00","$1,871.36",34%,Outlet
Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,40,120,"$4,800.00","$1,680.00",35%,Outlet
Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Men's Apparel,47,116,"$5,452.00","$1,199.44",22%,Outlet
Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Women's Apparel,53,140,"$7,420.00","$3,858.40",52%,Outlet
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,41,188,"$7,708.00","$2,620.72",34%,Outlet
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,46,231,"$10,626.00","$3,400.32",32%,Outlet
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,44,173,"$7,612.00","$2,816.44",37%,Outlet
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,47,170,"$7,990.00","$2,716.60",34%,Outlet
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Men's Apparel,58,147,"$8,526.00","$2,302.02",27%,Outlet
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Women's Apparel,66,198,"$13,068.00","$6,534.00",50%,Outlet
Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,58,280,"$16,240.00","$5,846.40",36%,Outlet
Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,55,256,"$14,080.00","$4,364.80",31%,Outlet
West Gear,1128299,12/16/2021,Southeast,Florida,Orlando,Women's Street Footwear,64,204,"$13,056.00","$4,308.48",33%,Outlet
West Gear,1128299,12/16/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,58,204,"$11,832.00","$4,022.88",34%,Outlet
West Gear,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Apparel,64,179,"$11,456.00","$2,978.56",26%,Outlet
West Gear,1128299,12/16/2021,Southeast,Florida,Orlando,Women's Apparel,64,200,"$12,800.00","$6,144.00",48%,Outlet
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Street Footwear,30,272,"$8,160.00","$4,161.60",51%,Outlet
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,36,221,"$7,956.00","$3,182.40",40%,Outlet
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Women's Street Footwear,26,202,"$5,252.00","$1,523.08",29%,Outlet
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,30,170,"$5,100.00","$1,887.00",37%,Outlet
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Apparel,36,193,"$6,948.00","$2,848.68",41%,Outlet
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Women's Apparel,35,221,"$7,735.00","$4,254.25",55%,Outlet
West Gear,1185732,2/10/2021,Southeast,Florida,Orlando,Men's Street Footwear,36,288,"$10,368.00","$4,872.96",47%,Outlet
West Gear,1185732,2/10/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,31,165,"$5,115.00","$2,097.15",41%,Outlet
West Gear,1185732,2/10/2021,Southeast,Florida,Orlando,Women's Street Footwear,23,204,"$4,692.00","$1,501.44",32%,Outlet
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,28,64,"$1,792.00",$734.72,41%,Outlet
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Men's Apparel,29,39,"$1,131.00",$508.95,45%,Outlet
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Women's Apparel,30,107,"$3,210.00","$1,155.60",36%,Outlet
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,30,162,"$4,860.00","$1,846.80",38%,Outlet
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,35,98,"$3,430.00","$1,406.30",41%,Outlet
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,43,112,"$4,816.00","$1,974.56",41%,Outlet
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,38,78,"$2,964.00","$1,155.96",39%,Outlet
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Apparel,43,33,"$1,419.00",$595.98,42%,Outlet
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Women's Apparel,35,102,"$3,570.00","$1,285.20",36%,Outlet
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,38,147,"$5,586.00","$2,066.82",37%,Outlet
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,44,85,"$3,740.00","$1,533.40",41%,Outlet
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,41,114,"$4,674.00","$1,729.38",37%,Outlet
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,32,68,"$2,176.00",$913.92,42%,Outlet
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Apparel,40,40,"$1,600.00",$672.00,42%,Outlet
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Apparel,47,90,"$4,230.00","$1,522.80",36%,Outlet
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Men's Street Footwear,39,175,"$6,825.00","$2,730.00",40%,Outlet
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,40,105,"$4,200.00","$1,722.00",41%,Outlet
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Women's Street Footwear,37,109,"$4,033.00","$1,492.21",37%,Outlet
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,33,85,"$2,805.00","$1,065.90",38%,Outlet
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Men's Apparel,34,54,"$1,836.00",$789.48,43%,Outlet
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Women's Apparel,44,168,"$7,392.00","$2,587.20",35%,Outlet
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,37,233,"$8,621.00","$3,189.77",37%,Outlet
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,45,221,"$9,945.00","$4,077.45",41%,Outlet
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,58,208,"$12,064.00","$4,463.68",37%,Outlet
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,61,184,"$11,224.00","$4,601.84",41%,Outlet
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Men's Apparel,68,128,"$8,704.00","$4,003.84",46%,Outlet
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's Apparel,82,231,"$18,942.00","$7,008.54",37%,Outlet
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,60,272,"$16,320.00","$6,038.40",37%,Outlet
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,60,224,"$13,440.00","$5,107.20",38%,Outlet
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,62,208,"$12,896.00","$4,900.48",38%,Outlet
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,65,187,"$12,155.00","$5,105.10",42%,Outlet
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Apparel,72,210,"$15,120.00","$6,501.60",43%,Outlet
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Apparel,82,186,"$15,252.00","$5,033.16",33%,Outlet
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,67,272,"$18,224.00","$7,289.60",40%,Outlet
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,53,240,"$12,720.00","$5,342.40",42%,Outlet
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,53,215,"$11,395.00","$4,216.15",37%,Outlet
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,52,136,"$7,072.00","$2,758.08",39%,Outlet
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Apparel,51,132,"$6,732.00","$3,029.40",45%,Outlet
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Women's Apparel,55,80,"$4,400.00","$1,496.00",34%,Outlet
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Men's Street Footwear,35,149,"$5,215.00","$2,190.30",42%,Outlet
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,43,153,"$6,579.00","$2,565.81",39%,Outlet
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Women's Street Footwear,34,78,"$2,652.00","$1,060.80",40%,Outlet
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,37,70,"$2,590.00","$1,036.00",40%,Outlet
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Men's Apparel,39,74,"$2,886.00","$1,356.42",47%,Outlet
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Women's Apparel,33,83,"$2,739.00",$986.04,36%,Outlet
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,28,119,"$3,332.00","$1,332.80",40%,Outlet
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,39,173,"$6,747.00","$2,563.86",38%,Outlet
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,39,119,"$4,641.00","$1,949.22",42%,Outlet
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,31,101,"$3,131.00","$1,158.47",37%,Outlet
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Men's Apparel,42,105,"$4,410.00","$2,072.70",47%,Outlet
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Women's Apparel,40,109,"$4,360.00","$1,395.20",32%,Outlet
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,34,173,"$5,882.00","$2,470.44",42%,Outlet
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,34,221,"$7,514.00","$2,780.18",37%,Outlet
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,33,143,"$4,719.00","$1,840.41",39%,Outlet
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,36,144,"$5,184.00","$2,021.76",39%,Outlet
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Men's Apparel,56,136,"$7,616.00","$3,351.04",44%,Outlet
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Apparel,60,176,"$10,560.00","$3,484.80",33%,Outlet
Foot Locker,1128299,12/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,49,248,"$12,152.00","$4,860.80",40%,Outlet
Foot Locker,1128299,12/23/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,54,225,"$12,150.00","$4,981.50",41%,Outlet
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,53,165,"$8,745.00","$3,498.00",40%,Outlet
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,51,176,"$8,976.00","$3,500.64",39%,Outlet
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Men's Apparel,59,157,"$9,263.00","$3,890.46",42%,Outlet
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Women's Apparel,65,190,"$12,350.00","$4,322.50",35%,Outlet
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Men's Street Footwear,23,233,"$5,359.00","$2,786.68",52%,Outlet
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,28,187,"$5,236.00","$2,460.92",47%,Outlet
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Women's Street Footwear,18,176,"$3,168.00","$1,013.76",32%,Outlet
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,21,136,"$2,856.00","$1,199.52",42%,Outlet
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Men's Apparel,30,140,"$4,200.00","$1,890.00",45%,Outlet
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Women's Apparel,25,193,"$4,825.00","$2,798.50",58%,Outlet
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Men's Street Footwear,26,256,"$6,656.00","$3,660.80",55%,Outlet
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,27,153,"$4,131.00","$1,858.95",45%,Outlet
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Women's Street Footwear,17,170,"$2,890.00","$1,040.40",36%,Outlet
West Gear,1185732,2/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,16,93,"$1,488.00",$624.96,42%,Outlet
West Gear,1185732,2/11/2021,West,Utah,Salt Lake City,Men's Apparel,28,120,"$3,360.00","$1,411.20",42%,Outlet
West Gear,1185732,2/11/2021,West,Utah,Salt Lake City,Women's Apparel,18,149,"$2,682.00","$1,475.10",55%,Outlet
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,20,228,"$4,560.00","$1,960.80",43%,Outlet
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,22,105,"$2,310.00",$924.00,40%,Outlet
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Women's Street Footwear,16,140,"$2,240.00",$873.60,39%,Outlet
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20,75,"$1,500.00",$630.00,42%,Outlet
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Men's Apparel,28,90,"$2,520.00","$1,008.00",40%,Outlet
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Women's Apparel,21,140,"$2,940.00","$1,675.80",57%,Outlet
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,20,194,"$3,880.00","$1,784.80",46%,Outlet
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,20,111,"$2,220.00",$821.40,37%,Outlet
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,10,107,"$1,070.00",$438.70,41%,Outlet
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,14,75,"$1,050.00",$472.50,45%,Outlet
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Men's Apparel,24,88,"$2,112.00",$823.68,39%,Outlet
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Women's Apparel,20,136,"$2,720.00","$1,414.40",52%,Outlet
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Men's Street Footwear,27,228,"$6,156.00","$2,647.08",43%,Outlet
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,22,128,"$2,816.00","$1,182.72",42%,Outlet
